No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
243,43,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The engine part that opens and closes to allow air-fuel entry and exhaust exit is the:,,,Valve,,Piston,,Crankshaft,,Bearing,,,,A,Controls intake and exhaust.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
244,44,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The best safety practice in electrical equipment repair is to:,,,Disconnect power before servicing,,Work with wet hands,,Use metal tools only,,Skip testing,,,,A,Electrical safety rule.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
245,45,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,A schematic diagram in teaching serves to:,,,Illustrate system connections clearly,,Confuse learners,,Replace experiments,,Act as decoration,,,,A,Function of schematic.,LET Secondary,Technology and Livelihood Education,TLE Teaching and Assessment,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
246,46,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The battery supplies power during:,,,Engine running,,Starting only,,Acceleration,,Fuel injection,,,,B,Battery power role.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
247,47,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The air filter ensures:,,,Clean air enters the engine,,Air pressure increases,,Airflow stops,,More fuel is injected,,,,A,Air filter function.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
248,48,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The proper tool to check compression is:,,,Torque wrench,,Compression gauge,,Micrometer,,Multimeter,,,,B,Used for testing compression.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
249,49,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The primary goal of Industrial Arts education is to:,,,Develop technical skills and work values for employability,,Teach history of tools only,,Focus on theory,,Promote competition only,,,,A,Industrial Arts goal.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
250,50,5,BSED TLEd-IA P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P4.pdf,The most appropriate evaluation for welding skills is:,,,Performance-based test,,Objective test,,Essay,,Oral quiz,,,,A,Best for welding skill assessment.,LET Secondary,Technology and Livelihood Education,TLE Teaching and Assessment,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
251,1,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The main purpose of drafting in Industrial Arts is to:,,,Create decorative designs,,Communicate ideas through technical drawings,,Record attendance,,Produce blueprints for art,,,,B,Purpose of drafting.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
252,2,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The term “orthographic projection” refers to:,,,A 3D perspective drawing,,A pictorial sketch,,Representing a 3D object in 2D planes,,A color rendering,,,,C,Definition of orthographic projection.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
253,3,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The tool used to draw parallel lines is:,,,Protractor,,Compass,,T-square,,Triangle,,,,C,Draws parallel lines.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
254,4,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The standard drawing instrument for drawing circles is the:,,,Divider,,Compass,,Protractor,,Scale,,,,B,Used to draw circles.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
255,5,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,What is the correct order of line precedence in technical drawing?,,,"Visible, hidden, center",,"Hidden, visible, center",,"Center, visible, hidden",,"Center, hidden, visible",,,,A,Correct line precedence.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
256,6,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,"In drafting, a “section view” is used to:",,,Show the internal parts of an object,,Show an exploded diagram,,Illustrate a 3D shape,,Draw external features,,,,A,Purpose of sectional view.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
257,7,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The tool used to reproduce the same angle repeatedly is the:,,,Bevel protractor,,Triangle,,Compass,,French curve,,,,A,For duplicating angles.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
258,8,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The basic unit of measurement in metric drafting is the:,,,Centimeter,,Meter,,Millimeter,,Inch,,,,C,Base metric unit in drafting.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
259,9,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,A title block contains:,,,Dimensions only,,"Title, name, date, and scale",,Border lines only,,Object descriptions,,,,B,Contents of title block.,LET Secondary,Technology and Livelihood Education,TLE Teaching and Assessment,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
260,10,1,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The line used to show dimensions is called:,,,Visible line,,Extension line,,Dimension line,,Leader line,,,,C,Used to show measurement.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
261,11,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,A symbol showing where a cut is made for sectional drawing is a:,,,Center line,,Cutting-plane line,,Phantom line,,Break line,,,,B,Indicates a section.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
262,12,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,Which safety color represents “Caution”?,,,Red,,Yellow,,Green,,Blue,,,,B,Safety color for caution.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
263,13,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,Which device automatically disconnects a circuit in overload?,,,Resistor,,Circuit breaker,,Capacitor,,Transformer,,,,B,Disconnects overloaded circuits.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
264,14,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The total opposition to current in an AC circuit is called:,,,Resistance,,Reactance,,Impedance,,Inductance,,,,C,Total AC opposition.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
265,15,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The main advantage of grounding electrical systems is to:,,,Prevent electric shock,,Increase voltage,,Balance load,,Improve current,,,,A,Benefit of grounding.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
266,16,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,Ohm’s Law is expressed as:,,,V = IR,,I = VR,,R = VI,,V = I/R,,,,A,Ohm’s Law.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
267,17,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The function of a fuse is to:,,,Stop current flow completely,,Protect circuit from overload,,Store charge,,Maintain voltage,,,,B,Fuse function.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
268,18,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The electrical device that converts AC to DC is:,,,Rectifier,,Transformer,,Inverter,,Regulator,,,,A,Converts AC to DC.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
269,19,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The color coding for a neutral wire is:,,,Black,,Red,,White,,Green,,,,C,Neutral wire color.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
270,20,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,A parallel circuit has:,,,One path for current,,Two or more paths for current,,No resistance,,High voltage,,,,B,Parallel circuit property.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
271,21,2,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,A tool used to measure resistance in ohms is:,,,Ammeter,,Ohmmeter,,Voltmeter,,Multimeter,,,,B,Measures resistance.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
272,22,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The capacity of a capacitor is measured in:,,,Volts,,Watts,,Farads,,Amperes,,,,C,Unit of capacitance.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
273,23,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,A device that stores energy in a magnetic field is called:,,,Inductor,,Capacitor,,Diode,,Battery,,,,A,Stores magnetic energy.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
274,24,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The flow of electrons through a conductor is known as:,,,Current,,Voltage,,Resistance,,Power,,,,A,Flow of electrons.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
275,25,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The function of an insulator is to:,,,Conduct current,,Resist current flow,,Store current,,Increase voltage,,,,B,Function of insulator.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
276,26,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The process of softening metal by heating and slow cooling is:,,,Hardening,,Tempering,,Annealing,,Quenching,,,,C,Softening metal by heating.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
277,27,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The blacksmith’s tool used for shaping hot metal is the:,,,Chisel,,Hammer,,Anvil,,Mallet,,,,C,Used for shaping metal.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
278,28,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The cutting tool used in a lathe machine is called:,,,Chisel,,Cutter bit,,Drill bit,,File,,,,B,Cutting tool in lathe.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
279,29,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The process of joining metal using filler and flux at low temperature is:,,,Soldering,,Brazing,,Welding,,Casting,,,,A,Joins metal at low temperature.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
280,30,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The automobile component that stores electrical energy is the:,,,Generator,,Battery,,Alternator,,Starter,,,,B,Stores energy.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
281,31,3,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The device that starts the engine rotation is the:,,,Alternator,,Starter motor,,Spark plug,,Solenoid,,,,B,Begins engine rotation.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
282,32,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The type of wrench used for confined spaces:,,,Adjustable wrench,,Box wrench,,Socket wrench,,Open wrench,,,,C,Works in tight spaces.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
283,33,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The process of removing uneven metal surfaces is:,,,Filing,,Polishing,,Grinding,,Brushing,,,,C,Smooths uneven surfaces.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
284,34,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The primary purpose of lubrication in machinery is to:,,,Reduce friction,,Increase speed,,Produce energy,,Reduce power,,,,A,Purpose of lubrication.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
285,35,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The tool used to cut threads inside a hole is a:,,,Die,,Tap,,Chisel,,Drill,,,,B,Cuts internal threads.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
286,36,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The part of the car that cools the engine is the:,,,Radiator,,Cylinder,,Piston,,Valve,,,,A,Cools engine.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
287,37,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The ignition system component producing the spark is the:,,,Distributor,,Spark plug,,Coil,,Battery,,,,B,Produces ignition spark.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
288,38,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The automotive tool that measures tire pressure is the:,,,Tachometer,,Pressure gauge,,Manometer,,Hydrometer,,,,B,Measures tire pressure.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
289,39,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The standard tire pressure for most vehicles is:,,,20 psi,,25 psi,,30 psi,,50 psi,,,,C,Average car tire pressure.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
290,40,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The metalwork process of removing excess material is:,,,Shaping,,Filing,,Machining,,Polishing,,,,C,Removes excess metal.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
291,41,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The electrical principle stating that “Power = Voltage × Current” refers to:,,,Ohm’s Law,,Power Law,,Joule’s Law,,Newton’s Law,,,,B,P = VI formula.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
292,42,4,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The mechanical energy of the engine is transmitted to the wheels through the:,,,Crankshaft,,Transmission system,,Camshaft,,Carburetor,,,,B,Transfers power to wheels.,LET Secondary,Technology and Livelihood Education,Automotive Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
293,43,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The component that maintains constant voltage in a car’s electrical system is the:,,,Battery,,Regulator,,Alternator,,Rectifier,,,,B,Maintains voltage.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
294,44,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The primary reason for using a circuit breaker is:,,,To control lighting,,To prevent current overload,,To measure resistance,,To store charge,,,,B,Circuit breaker’s function.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
295,45,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The process of coating metal with another metal using electricity is:,,,Electroplating,,Polishing,,Coating,,Painting,,,,A,Coating via electricity.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
296,46,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The part of the lathe machine that holds the workpiece is the:,,,Tool post,,Tailstock,,Chuck,,Bed,,,,C,Holds workpiece on lathe.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
297,47,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The term “CADD” stands for:,,,Computer-Aided Design and Drafting,,Computer-Automated Drawing Diagram,,Controlled Art Design Draft,,Computed Area Drawing Design,,,,A,Full form of CADD.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
298,48,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The first step in any drafting project is to:,,,Prepare materials,,Determine the purpose and scale,,Draw borders,,Create dimension lines,,,,B,First drafting step.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
299,49,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,Industrial safety signs in blue color represent:,,,Prohibition,,Mandatory action,,Fire safety,,Caution,,,,B,Blue safety sign meaning.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
300,50,5,BSED TLEd-IA P5.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P5.pdf,The ultimate goal of Industrial Arts education is to:,,,Prepare engineers,,"Develop creative, productive, and safety-conscious individuals",,Promote theoretical learning,,Focus on academic tests,,,,B,Core goal of Industrial Arts education.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
301,1,1,BSED TLEd-IA P6.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P6.pdf,The process of reducing moisture content of wood to a desired level is called:,,,Seasoning,,Surfacing,,Planing,,Drying,,,,A,Reduces wood moisture content.,LET Secondary,Technology and Livelihood Education,Woodworking,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
