No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
949,119,2. GEN ED AND PROF ED.pdf,"One way to advance peace education is through partnerships of various non-governmental organizations, education institutions, United Nations specialized bodies which link ideals of peace with research and practice. One such significant examples is the Hague Agenda for Peace and Justice for the 21st Century. What is the aim of the Agenda's Global Campaign for Peace Education?",Helps coordinate local initiatives and unite educators in the common practice of educating for a culture of peace.,Supports the UN Decade for a Culture of Peace and Non-violence for the Children of the World and to introduce peace and human rights education into all educational institutions.,"Brings together multiple traditions of pedagogy, theories of education, and international initiatives for the advancement of total human development and care for the environment through learning.",Serves to enhance learning across subjects like conflict resolution initiatives.,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
950,119,2. GEN ED AND PROF ED.pdf,"The impact of conflict on children whether as victims of war or child soldiers has been brought to world attention through media, international organizations and eye witness accounts. What is the best thing to do to help children affected by conflict?","Employ education to regain parts of a lost children and to facilitate the experiences that support healthy social, emotional and intellectual growth and development",Provide employment opportunity for them as well as their parents to attain financial independence,Offer them to migrate in neighboring country as foreign refugees,Secure their safety by imposing strict curfew hours,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
951,119,2. GEN ED AND PROF ED.pdf,The United Nations is committed to address climate through mitigation and adaptation. Which of the following is the best way of addressing the issue?,"Deepen strategic and operational collaboration with international and regional organizations, including international financial institutions and regional development banks, and other stakeholders.",Developing a policy framework that identifies basic elements needed to prevent human rights violations.,Facilitate and execute agreements on reducing emissions from deforestation and forest degradation to protect forests and sustain the livelihoods of the people who depend on them.,"Enhancing collaboration among humanitarian organizations, particularly from the global South, at the local, national and regional levels, to strengthen community resilience and emergency response, and establishing a monitoring system to assess progress on the implementation of preparedness measures.",,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
952,120,2. GEN ED AND PROF ED.pdf,Why are educational environments very crucial to peace education?,"The social, cultural, economic and political contexts in which educators work shape the specific content and methods they choose for peace education.","The variety of different educational settings from rural to urban, school-based to community and within the formal curricula or non-formal popular education projects are relevant to peace education.","Many teachers infuse peace education into traditional academic subjects such as literature, math, science, history, language, civics and the arts.",All of the above,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
953,120,2. GEN ED AND PROF ED.pdf,What is celebrated every December 10?,Mother Language day,Human Rights Day,Earth's Day,International Day of Tolerance,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
954,120,2. GEN ED AND PROF ED.pdf,"What kind of tension is referred to when people prefer to have quick answers and ready solution to many problems even if its calls for a patient, concerted, negotiated strategy of reform?",Tension between modernity and tradition,Tension between long term and short term considerations,Tension between spiritual and material,Tension between individual and universal,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
955,121,2. GEN ED AND PROF ED.pdf,"In what strands of the four pillars of education implies a shift from skill to competence, or a mix of higher-order skills specific to each individual?",Learning to Know,Learning to Do,Learning to Be,,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
956,121,2. GEN ED AND PROF ED.pdf,Which of the following is NOT true about the Four Pilalrs of Learning?,"The pillars of learning stress the goal of contributing to social cohesion, intercultural and international understanding, peaceful interchange, and harmony.","The Pillars of Learning imply a shift from schooling to learning throughout life by ""learning how to learn""",The pillars of learning stress the importance of closer linkage between education and the world of work.,The Pillars of Learning adheres to the instrumental and purely academic view of education that focuses on the achievement of specific aims of education such as economic productivity.,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
957,121,2. GEN ED AND PROF ED.pdf,What pillar of education of J. Delors (UNESCO) focuses on voc-tech relevant to people- centered human development?,Learning to Know,Learning to Do,Learning to Live Together,Learning to Be,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
958,121,2. GEN ED AND PROF ED.pdf,"The rapid traversing of ideas, attitudes and values across national borders that generally leads to an interconnectedness and interaction between peoples of diverse cultures and ways of life. What is being referred to?",Cultural Globalization,Fundamentalism,Multiculturalism,Clash of civilization,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
959,121,2. GEN ED AND PROF ED.pdf,Which is considered a political impact of globalization?,Changing role of education in terms of preparing students for the world of work,The threat to the autonomy of national educational systems by globalization.,Reforms in education as lifelong education,"Branding, globalization and learning to be consumers",,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
960,122,2. GEN ED AND PROF ED.pdf,What United Nation Decade are we celebrating for 2005-2014?,Educating for Culture of Peace,Educating for International Understanding,Educating for Sustainable Development,Promoting the Rights of the Elderly,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
961,122,2. GEN ED AND PROF ED.pdf,"With the growing competition brought about by globalization, what is preferred by most employers in hiring their employees?",Flexible,Selective,Quick,None of the above,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
962,122,2. GEN ED AND PROF ED.pdf,Which of the following characteristics does NOT describe contextualized learning as a major paradigm shift in education?,"From limited access to time-bound and space limited education, to borderless education, lifelong learning for all in a learning society.",From traditional pedagogies to more modern strategies of teaching and learning.,"From knowledge limited to the local scene to the globalized knowledge, values, attitudes, and skills interfaced with local wisdom.","Pre-organized subject matter to localized themes generated from the global realities and the cultural relevant, meaningful and useful to learner.",,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
963,122,2. GEN ED AND PROF ED.pdf,"What current current trend in education focuses on the study of the basic concepts, beliefs and values underlying our democratic political community and constitutional order?",Civic education,Development education,Multicultural education,,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
964,122,2. GEN ED AND PROF ED.pdf,Which of the following is the first target of the Millennium Development Goals (MDG's) formulated by member states of the UN in September 2000?,Reduce child mortality,Eradicate extreme poverty and hunger,Reduce death due to HIV/AIDS and malaria,Achieve universal access to primary education,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
965,122,2. GEN ED AND PROF ED.pdf,Which among the following statements about Human Rights Education (HRE) is correct?,HRE is more of the responsibilities of the state to implement human rights law rather than the protection of the rights holders,"HRE should focus more on rights based on ""law in books"", rather than ""law in real-life"".","HRE needs to focus on the values, principles, and standards and human rights and how they can be translated into day-to-day actions",Human Rights Standards vary from society to society and HRE therefore should also vary in terms of approaches and methods,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
966,123,2. GEN ED AND PROF ED.pdf,What is the implication and globalization to the practice and experience of education?,Increase of state and government support and subsidy for education,Commodification and the corporate takeover of education,Greater autonomy of national educational systems,Delocalization of technologies and orientations in education,,B,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
967,123,2. GEN ED AND PROF ED.pdf,"Which of the following skills corresponds to the Fourth Pillar of Learning, ""Learning to live together""?",Empathy and cooperative social behavior,Personal commitment and sense of responsibility,Adaptability to change in the world of work,Reasoning and problem solving skills,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
968,123,2. GEN ED AND PROF ED.pdf,Which of the following is NOT a characteristic of Multicultural education?,Personality empowering,Socially transformative,Pedagogically humanistic,Culturally discriminating,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
969,123,2. GEN ED AND PROF ED.pdf,What is the character of education that manifests democratization of access and inclusivity?,Relevance,Sustainability,Quality,Equity,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
970,123,2. GEN ED AND PROF ED.pdf,What is the kind of education that emphasizes human-earth relationships and fosters a vision of education for sustainable development to build a global culture of ecological responsibility?,Human Rights Education,Development Education,Environmental Education,Global Education,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
971,124,2. GEN ED AND PROF ED.pdf,Which of the following is NOT a benefit of multicultural education?,"Multicultural education increases positive relationships through achievement of common goals, respect, appreciation and commitment to equality among the teachers and students.",Multicultural education decreases stereotyping and prejudice through direct contact and interaction among diverse individuals.,Multicultural education promotes independence of various ethnic groups in development and supports fragmented view of the world.,Multicultural education renews vitality of society through the richness of the different cultures of its members and fosters development.,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
972,124,2. GEN ED AND PROF ED.pdf,Which of the following is NOT one of the benefits of social media?,Mass media decreases prejudice and discrimination.,Mass media enriches the educational programs.,Mass media increases student's exposure to diversity.,Mass media helps provoke discussion of current issues.,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
973,124,2. GEN ED AND PROF ED.pdf,Which among the following rights manifests rule of law and good governance?,Right to education,Right to environment protection,Right of participation,Right to work,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
974,124,2. GEN ED AND PROF ED.pdf,Which among the following is NOT a core principle of human rights?,Human dignity,Non-discrimination,Universality,Independency,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
975,124,2. GEN ED AND PROF ED.pdf,How are human rights principles reflected in the activities of national and local governments?,Legislating laws to include rights education in all levels of schooling,Organizing local exhibit or event to highlight the children's talents and local products,Asking the community leaders to volunteer in the construction of a barangay hall,Lobbying to the UN High Commission for Human Rights to allocate higher budget for Philippines' Commission on Human Rights.,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
976,124,2. GEN ED AND PROF ED.pdf,"Which of the following could be a reason to justify peace education as a series of ""teaching encounters"" or teaching-learning process?",Desire for peace,Nonviolent alternatives for managing conflict,Skills for critical analysis of structural arrangements that produce and legitimize injustice and inequality,All of the above,,D,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
977,125,2. GEN ED AND PROF ED.pdf,Which of the following is accurate in regard to working with parents in diverse classrooms?,"The parent's culture is important, but should not influence their children's education.","Teachers should demonstrate their ""expertise"" to parents to show they know best.","Teachers should strive to use a variety of ways to keep parents informed, including parents who cannot speak English or Filipino.l",The importance of the family's influence on children's education has diminished over the past few years.,,C,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
978,125,2. GEN ED AND PROF ED.pdf,Which of the following is NOT a guiding statement of peace education?,Peace education teaches students what to think rather than how to think.,Peace education employs holistic and participatory approach.,Peace education aims not to reproduce but transform.,Peace builds bridges of support among key participants.,,A,,Both,General/Professional Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed and Prof Ed compilation; answers are embedded as Answer: X after questions where available. Correct answer is embedded in PDF text.
979,1,Updated Gen-Ed-150-items.pdf,"Who said , “These are times that try men’s souls?”",James Madison,Thomas Paine,Benjamin Franklin,Thomas Jefferson,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
980,1,Updated Gen-Ed-150-items.pdf,Identify the author of the poem which the following lines are taken: O is she rosely loved Is she lovely rosed O is she lovely sung as sea-shells?,Fernando M. Maramag,Mauro Mendez,Natividad Marquez,Jose Garcia Villa,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
981,1,Updated Gen-Ed-150-items.pdf,The Picture of Dorian Gray is a novel by whose author?,Oscar Wilde,Edgar Allan Poe,John Steinbeck,Rudyard Kipling,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
982,1,Updated Gen-Ed-150-items.pdf,History is the witness that ______ passing of time.,testifies,will testify,testify for,testify for the,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 355.
983,1,Updated Gen-Ed-150-items.pdf,He is known as the father of modern taxonomy.,Socrates,Carl Linnaeus,Aristotle,Plato,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
984,1,Updated Gen-Ed-150-items.pdf,The “Cry of Balintawak” signaled the start of the open rebellion of the Filipino “Katipuneros” under the leadership of ______.,Antonio Luna,Andres Bonifacio,Gregorio del Pilar,Emilio Aguinaldo,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
985,1,Updated Gen-Ed-150-items.pdf,The DEPRAVITY of the criminal’s behavior shocked us all. The capitalized word means:,Harshness,Gravity,Deprivations,Viciousness,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
986,1,Updated Gen-Ed-150-items.pdf,"Anong tayutay ang tinutukoy sa pahayag, “Durog ang katawang bumagsak sa semento si Miguel”?",Pagtutulad,Pagbibigay katauhan,Pagmamalabis,Pagwawangis,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 387.
987,1,Updated Gen-Ed-150-items.pdf,Ang gintong panahon ng mga manunulat noong panahon ng Amerikano ay batid sa uring,Sanaysay,Nobela,Panulaan,Maikling kwento,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 80.
988,1,Updated Gen-Ed-150-items.pdf,Alin sa mga sumusunod ang may wastong gamit ng tinig ng pandiwa?,Ang hinog na papaya na kinuha sa puno ni Marie.,Kinuha ni Marie ang hinog na papaya sa puno.,Kinuha sa puno ang hinog na papaya ni Marie.,Papayang hinog ang kinuha sap uno ni Marie.,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 406.
989,1,Updated Gen-Ed-150-items.pdf,"Ayon kay Balagtas, “ang laki sa layaw, karaniwa’y hubad” kaya ang mga bata ay",Jeproks,Nag-aartista,Nakapagtapos sap ag-aaral,Hindi sumusunod sa magulang,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 403.
990,1,Updated Gen-Ed-150-items.pdf,Two buses leave the same station at 8:00pm. One bus travels north at the rate of 30kph and the other travels east at 40kph. How many kilometers apart are the buses at 10pm?,140km,100km,70km,50km,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 407.
991,1,Updated Gen-Ed-150-items.pdf,"What is the mood of these lines? Daylight, I must wait for the sunrise I must think of a new life And I mustn't give in. When the dawn comes tonight will be a memory, too And a new day will begin.",Afraid,Sarcastic,Depressed,Hopeful LICENSURE EXAMINATION FOR TEACHERS (LET) MARCH 2023 GENERAL EDUCATION QUESTIONS (TARA REVIEW! LET Reviewer Philippines – LPT),,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 377.
992,2,Updated Gen-Ed-150-items.pdf,"Sinabi ni Carlos P. Romulo sa isa niyang akda, “Ang Pilipino ay may dugong maharlika.” Ano ang kahulugan nito?",Ang Pilipino ay nanggaling sa malayang lahi,Ang Pilipino ay sadyang mabuti ang budhi.,Ang Pilipino ay galing sa mayamang lahi,Ang Pilipino ay madaling maipagbili,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 378.
993,2,Updated Gen-Ed-150-items.pdf,"Ipinagmamalaki mo siya, BAHAG naman pala ang kanyang BUNTOT. Ang ibig sabihin ng salitang may malaking titik ay:",Kuripot,Traydor,Duwag,Mahiyain,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 400.
994,2,Updated Gen-Ed-150-items.pdf,"The legs of one right triangle are 9 and 12, while those of another right triangle are 12 and 16. How much longer is the perimeter of the larger triangle than the perimeter of the smaller triangle?",84,7,12,14,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
995,2,Updated Gen-Ed-150-items.pdf,"Calculate the mean absolute deviation of the following numbers: 60, 80, 100, 75 and 95",12.4,14.2,16.1,18.9,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 408.
996,2,Updated Gen-Ed-150-items.pdf,Which common fraction is equivalent to 0.215?,43/200,27/125,21/50,108/375,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 434.
997,2,Updated Gen-Ed-150-items.pdf,Nelia takes ¾ hour to dress and get ready for school. It takes 4/5 hour to reach the school. If her class starts promptly at 8:00 am; what is the latest time she can jump out of bed in order not to be late for school?,6:42 am,6:27 am,6:57 am,7:02 am,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 433.
998,2,Updated Gen-Ed-150-items.pdf,"In a playground for Kindergarten kids, 18 children are riding tricycles or bicycles. If there are 43 wheels in all, how many tricycles are there?",8,9,7,11,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 432.
999,2,Updated Gen-Ed-150-items.pdf,Which of these has the longest perimeter?,A square 21 cm on a side,A rectangle 19 cm long and 24 cm wide,An equilateral triangle whose side is 28 cm,A right triangle whose two legs are 24 and 32 cm,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF. Duplicate or near-duplicate of row 430.
1000,2,Updated Gen-Ed-150-items.pdf,Dona was tired to death after a long day of cooking.,simile,metaphor,hyperbole,personification,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1001,2,Updated Gen-Ed-150-items.pdf,Who is known as the “Father of the Local Government Code”?,Joey Lina,Jovito Salonga,Joseph Estrada,Aquilino Pimentel,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1002,2,Updated Gen-Ed-150-items.pdf,Who was the last Spanish Governor-General of the Philippines?,Ramon Blanco,Basilio Agustin,Diego de los Rios,Fermin Jaudenes,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1003,2,Updated Gen-Ed-150-items.pdf,This demonstrated the feeding connections between all life forms.,Nutrition cycles,Fossil cycle,Biochemical pathways,Food web,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1004,2,Updated Gen-Ed-150-items.pdf,"In William Shakespeare’s “Merchant of Venice,” Portia, the judge said: “The quality of mercy is not strained; it droppeth as the gentle rain from heaven upon the place beneath... It is twice blest; it blesseth him that gives and him that takes. ‘Tis mightier than the mightiest... and one is likened to God when mercy seasons justice.” The main thought of the excerpt it that ___________________",Mercy is only for deserving,Mercy is limited in extent,Mercy is spontaneous and freely given.,Mercy is dynamic. LICENSURE EXAMINATION FOR TEACHERS (LET) MARCH 2023 GENERAL EDUCATION QUESTIONS (TARA REVIEW! LET Reviewer Philippines – LPT),,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1005,3,Updated Gen-Ed-150-items.pdf,“Your statements are IMPERTINENT to the case.” The capitalized word means ______________.,Important,Irrelevant,Violent,Malicious,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1006,3,Updated Gen-Ed-150-items.pdf,Who is the proponent of the arena theater?,Carpio,Tinio,Montano,Avellana,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1007,3,Updated Gen-Ed-150-items.pdf,What is a collection of Indian sacred hymns?,Rig Veda,Mahabharata,Upanishad,Ramayana,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1008,3,Updated Gen-Ed-150-items.pdf,Which is NOT a characteristic of people with strong sense of self-efficacy?,View challenging problems as tasks to be mastered.,Recover quickly from setbacks and disappointments.,Avoid challenging tasks.,Develop deeper interest in the activities in which they participate.,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1009,3,Updated Gen-Ed-150-items.pdf,Who is the first mythical geographer who was recognized due to his vivid descriptions of lands and people encountered by his hero Ulysses?,Virgil,Plato,Homer,Cicero,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1010,3,Updated Gen-Ed-150-items.pdf,What is the least common multiple of 12 and 60?,340,140,120,360,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1011,3,Updated Gen-Ed-150-items.pdf,Whose philosophy advocates the use of reason in understanding the existence of God?,St. Benedict,St. Peter,St. John,St. Thomas Aquinas,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1012,3,Updated Gen-Ed-150-items.pdf,Which is the fundamental law of the land?,Bill of Rights,Constitution,Civil Criminal,Ten Commandments,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1013,3,Updated Gen-Ed-150-items.pdf,What was the term given by Marcelo H. Del Pilar to hidden control and domination by Spanish religious priests over the colonial government?,Pase region,Las suerte partidas,Complace,Frailocracia,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1014,3,Updated Gen-Ed-150-items.pdf,What law passed on August 1909 by the US Congress that established a partial free trade in the Philippines?,Bell Trace,Payne-Aldrich Act,Treaty on General Relations,Underwood-Simmons Act,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1015,3,Updated Gen-Ed-150-items.pdf,The Filipino writer in English who used Hispanic Filipino culture and traditions in his fiction works?,Ediberto Tiempo,Nick Joaquin,Sionil Jose,Jose Garcia Villa,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1016,3,Updated Gen-Ed-150-items.pdf,Which among the following is the part of the newspaper where you can see the opinions of people?,Classified Section,Obituary,Headline,Editorial Section,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1017,3,Updated Gen-Ed-150-items.pdf,Ibigay ang angkop na damdaming napapaloob sa ‘Bakit gabi na ay di pa sya dumarating?”,Pagkatuwa,Pagkapoot,Pagkatakot,Pagkagalit,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1018,3,Updated Gen-Ed-150-items.pdf,Isang paraan ng pagkuha ng datos na ginagamitan ng sunod-sunod na tatlong tuldok para ipakita na may mga bahaging hindi na sinipi sa talata.,Ellipsis,Abstrak,Synopsis,Sintesis,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1019,3,Updated Gen-Ed-150-items.pdf,What percent of 75 is 15?,20%,30%,38%,40%,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1020,3,Updated Gen-Ed-150-items.pdf,In how many ways can 5 girls be seated in a row of 5 seats?,95,120,105,100 LICENSURE EXAMINATION FOR TEACHERS (LET) MARCH 2023 GENERAL EDUCATION QUESTIONS (TARA REVIEW! LET Reviewer Philippines – LPT),,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
1021,4,Updated Gen-Ed-150-items.pdf,Ito ay ang sistematikong paglalarawan ng mga datos na estatika.,Talahanayan,Grap,Balangkas,Mapa,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed 2023/2025-2026 update; answer key appears at the end of the PDF.
