No.,Source PDF,Source Path,Original No.,Page,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Topic Slug,Difficulty,Has Image,Image Reference,Image Path,Status,Notes
89,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,14,3,"Abstract Reasoning Test 4, Question 14. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q14.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q14.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
90,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,15,4,"Abstract Reasoning Test 4, Question 15. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,E,Answer key from source: E.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q15.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q15.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
91,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,16,4,"Abstract Reasoning Test 4, Question 16. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q16.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q16.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
92,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,17,4,"Abstract Reasoning Test 4, Question 17. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q17.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q17.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
93,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,18,5,"Abstract Reasoning Test 4, Question 18. Which figure belongs in neither group?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q18.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q18.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
94,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,19,5,"Abstract Reasoning Test 4, Question 19. Which figure belongs in neither group?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q19.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q19.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
95,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,20,5,"Abstract Reasoning Test 4, Question 20. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q20.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q20.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
96,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,21,6,"Abstract Reasoning Test 4, Question 21. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q21.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q21.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
97,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,22,6,"Abstract Reasoning Test 4, Question 22. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test4_q22.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q22.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
98,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,23,6,"Abstract Reasoning Test 4, Question 23. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test4_q23.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q23.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
99,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,24,7,"Abstract Reasoning Test 4, Question 24. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,C,Answer key from source: C.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q24.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q24.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
100,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,25,7,"Abstract Reasoning Test 4, Question 25. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,B,Answer key from source: B.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q25.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q25.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
101,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,1,1,Abstract Reasoning Practice Question 1. Select the correct option shown in the image.,1,2,3,4,,D,Look for opposites in this series of figures. The first and second segments are opposites of each other. The same is true for the third and fourth segments.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q01.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q01.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
102,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,2,1,Abstract Reasoning Practice Question 2. Select the correct option shown in the image.,1,2,3,4,,D,This is an alternating series. The first and third segments are repeated. The second segment is simply upside down.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q02.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q02.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
103,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,3,1,Abstract Reasoning Practice Question 3. Select the correct option shown in the image.,1,2,3,4,,A,"In this series, the figures increase the amount of shading by one-fourth and, once a square is completely shaded, start over with an unshaded square. In the second segment, you will notice that the figure goes from completely shaded to completely unshaded. This is why choice a is the correct choice.",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q03.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q03.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
104,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,4,2,Abstract Reasoning Practice Question 4. Select the correct option shown in the image.,1,2,3,4,,B,"Each arrow in this continuing series moves a few degrees in a clockwise direction. Think of these arrows as the big hand on a clock. The first arrow is at noon. The last arrow before the blank would be 12:40. Choice b, the correct answer, is at 12:45.",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q04.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q04.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
105,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,5,2,Abstract Reasoning Practice Question 5. Select the correct option shown in the image.,1,2,3,4,,A,"Look at each segment. You will notice that in each, the figure on the right and the figure on the left are the same; the figure in between is different. To continue this pattern in the last segment, the diamond on the left will be repeated on the right. Choice a is the only possible answer.",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q05.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q05.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
106,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,6,2,Abstract Reasoning Practice Question 6. Select the correct option shown in the image.,A,B,C,D,,C,The white triangles are changed to black rectangles and are “folded in” to form the shape.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_intellmed_q06.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q06.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
107,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,7,3,Abstract Reasoning Practice Question 7. Select the correct option shown in the image.,A,B,C,D,,A,The white square travels along the corners of the pentagon two corners counter-clockwise while the black square travels two corners clockwise.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_intellmed_q07.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q07.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
108,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,8,3,Abstract Reasoning Practice Question 8. Select the correct option shown in the image.,1,2,3,4,,C,"All four segments use the same figures: two squares, one circle, and one triangle. In the first segment, the squares are on the outside of the circle and triangle. In the second segment, the squares are below the other two. In the third segment, the squares on are the inside. In the fourth segment, the squares are above the triangle and circle. 6 3rd Floor Ma. Cristina Building 1, Fuente Osmeña Circle, Cebu City, 6000 (+63) (32) 520-7739 or (+63) 922-945-7182 | hr@intellmed.ph | www.intellmed.ph | www.facebook.com/intellmed",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q08.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q08.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
109,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,9,3,Abstract Reasoning Practice Question 9. Select the correct option shown in the image.,1,2,3,4,5,C,"Except for the dots, the remaining part of the figure rotates through 180o and shifts to the opposite side of the square boundary.",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q09.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q09.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
110,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,10,4,Abstract Reasoning Practice Question 10. Select the correct option shown in the image.,1,2,3,4,5,C,The line segment moves four spaces ACW and the dot moves three spaces counter-clockwise.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q10.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q10.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
111,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,11,4,Abstract Reasoning Practice Question 11. Select the correct option shown in the image.,1,2,3,4,5,C,The figure rotates through 90o counter-clockwise.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q11.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q11.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
112,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,12,4,Abstract Reasoning Practice Question 12. Select the correct option shown in the image.,1,2,3,4,5,D,The number of sides of the central figure increases by one and the number of line segments attached to the central figure decreases by one.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q12.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q12.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
113,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,13,5,Abstract Reasoning Practice Question 13. Select the correct option shown in the image.,1,2,3,4,5,D,The figure rotates through 135ocounter-clockwise.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q13.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q13.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
114,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,14,5,Abstract Reasoning Practice Question 14. Select the correct option shown in the image.,1,2,3,4,5,C,"The figure is enclosed in a new figure with one more number of sides, in such a way that the upper vertex of the two figures coincide",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q14.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q14.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
115,Abstract Reasoning 5.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 5.pdf,15,5,Abstract Reasoning Practice Question 15. Select the correct option shown in the image.,1,2,3,4,5,A,"The number of sides in the main figure reduces by one; the two circles present inside it, move outside and reach the positions on either side of this figure; a new black circle appears inside the figure. 7 3rd Floor Ma. Cristina Building 1, Fuente Osmeña Circle, Cebu City, 6000 (+63) (32) 520-7739 or (+63) 922-945-7182 | hr@intellmed.ph | www.intellmed.ph | www.facebook.com/intellmed",Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_intellmed_q15.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_intellmed_q15.png,Ready for Upload,Intellmed abstract reasoning item. The source uses visual prompts with text choices and answer explanations.
