No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
6721,15,2,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,MOVIES is related to PROJECTOR as RECORDS is related to ____________.,,,speakers,,tape recorder,,phonograph,,radio,,,,A,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6722,16,2,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,STOOPED is related to POSTURE as SLURRED is related to ____________.,,,diction,,stance,,music,,action,,,,C,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6723,17,2,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,RETRACT is related to STATEMENT as VOID is related to ____________.,,,escape,,avoidance,,contract,,empty,,,,A,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6724,18,2,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,FELONY is related to MISDEMEANOR as KILL is related to ____________.,,,maim,,bury,,murder,,guilty,,,,D,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6725,19,2,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,BEGGAR is related to POOR as FOX is related to ____________.,,,skunk,,slow,,large,,sly,,,,B,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6726,20,2-3,04. GENERAL EDUCATION D.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/04. GENERAL EDUCATION D.pdf,SCALPEL is related to KNIFE as NURSE is related to ____________.,,,doctor,,assistant,,hospital,,operation,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Source page contains image objects, but no explicit visual dependency was detected for this item."
6727,1,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,Which common fraction is equivalent to .216?,,,53/250,,21/250,,27/25,,108/375,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6728,2,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"The existence of extraterrestrial life may never be proven, but this idea will become more scientifically acceptable over time if ____________.",,,Alternative hypotheses are proposed and confirmed,,Hypotheses are made related to the idea,,No one disputes this idea in a scientific forum,,Increasing scientific evidence supports the idea,,,,D,,Both,General Education,Needs Review,Cannot Determine,No,4862,0.95,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 4862."
6729,3,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,RAM is short for ____________.,,,Random Only Memory,,Read Only Memory,,Random Access Memory,,Reverse Bias Amp Motor,,,,C,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6730,4,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,A map is drawn to scale such that 1.5 cm on the map corresponds to 75 km in actual distance. How many cm on the map would represents the distance between two towns which are 270 km apart?,,question_image_page_01_q4,2.7 cm,,1.8 cm,,3.6 cm,,5.4 cm,,,,,,Both,General Education,Needs Review,Cannot Determine,Yes,,0.47,Needs Image Extraction,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually."
6731,5,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"In President Quezon’s time, the country had the Philippine Commonwealth. What is true about the Philippine Commonwealth? The Filipinos were ___________.",,,Partially independent,,Granted total freedom to course their destiny only on matters of education,,Citizens of the united states,,Fully independent,,,,B,,Both,General Education,Government,Cannot Determine,No,4874,0.95,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 4874."
6732,6,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"Like the typewriter, the computer has the ___________.",,,Disk Drive,,Cursor,,Screen,,Keyboard,,,,,,Both,General Education,ICT in Education,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6733,7,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"Theresa bought 120 handkerchiefs at 10 pesos each. Then she sold them at 3 handkerchiefs for P50. If she sold all the handkerchiefs, how much profit did she make?",,,P400,,P733,,P800,,P170,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6734,8,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,Which events in Philippine history that change can come through non-violent means?,,,"The assassination of Benigno Aquino, Sr",,Marco’s fleeing to Hawaii,,Impeachment trial of former President Joseph Estrada,,EDSA I and EDSA II Revolution,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6735,9,1,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"The words “inappropriate, illegal, irresponsible and unaware” have prefixes which are classified as.",,,Positive,,Negative,,Common,,Neutral,,,,,,Both,General Education,Needs Review,Cannot Determine,No,729,0.72,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 729."
6736,10,1-2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,Ang pagkautal ay matatawag na sagabal sa pagsasalita.,,,Saykolohikal,,Pisikal,,Pisyolohikal 2 |LET REVIEWER UNIVERSITY,,Semantiko,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6737,11,2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,"In President Quezon’s time, the country had the Philippine Commonwealth. What is true about the Philippine Commonwealth? The Filipinos were ___________.",,,Partially independent,,Granted total freedom to course their destiny only on matters of education,,Citizens of the united states,,Fully independent,,,,,,Both,General Education,Government,Cannot Determine,No,4874,0.72,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 4874."
6738,12,2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,DAMHIN mo ang init ng pagmamahal ng iyong magulang. Ang salitang nasa malaking titik ay nasa anyong pangdiwang di karaniwan na.,,,May palit,,May kutad,,May pungos,,May kaltas,,,,A,,Both,General Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6739,13,2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,Which passage is expressed effectively and without structural error/s?,passage_page_02_q13,,"Having called the other students and they, the secretary went home.",,Having called the other students and ourselves the secretary went home.,,"Having called the other students and we, the secretary went home.",,"Having called the other students and us, the secretary went home",,,,,,Both,General Education,Reading Comprehension,Cannot Determine,No,3427,0.72,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 3427."
6740,14,2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,The measure of choosing well is whether or not a man likes what he __________.,,,has chosen,,chose,,is choosing,,choose,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6741,15,2,05. GENERAL EDUCATION E.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/05. GENERAL EDUCATION E.pdf,Ang pagtuturo ng Filipino bilang pangalawang wika ay higit na magiging mabisa kung gagamit ng.,,,Pagsasaulo,,Tanong-,,,,,,,,A,,Both,General Education,Needs Review,Cannot Determine,No,,0.70,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Source page contains image objects, but no explicit visual dependency was detected for this item."
6742,1,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Kailan ipinanganak si Jose Rizal?,,,"June 19, 1861",,"June 19, 1864",,"June 19, 1862",,"June 19, 1863",,,,,,Both,General Education,Philippine History,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6743,2,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Jamella bought a dozen of eggs worth P60.00. How many eggs can she buy if she has P240.00?,,,3,,42,,48,,4,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6744,3,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Sino ang sumulat ng nobelang “Banaag at Sikat”?,,,N.V.M. Gonzalez,,Lope K. Santos,,Nick Joaquin,,Alejandro Roces,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6745,4,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,The filament of an incandescent light bulb is made of _______.,,,iron,,tungsten,,platinum,,copper,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6746,5,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Which of the following is not a factor of x^3 - 7x - 6?,,,(x+1),,(x+2),,(x+3),,(x-3),,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6747,6,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,The concept of heliocentrism was proposed by _______.,,,Galileo Galilei,,Parmenides of Elea,,Nicolaus Copernicus,,Claudius Ptolemaeus,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6748,7,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Insulin is a substance used to regulate sugar level in the body. Which human body organ provides insulin?,,,pancreas,,stomach,,tongue,,liver,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6749,8,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,What are the only photosynthetic organisms that help in food production?,,,animals,,plants,,bacteria,,fungi,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6750,9,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Which is not a level of biodiversity?,,,habitat,,species,,ecosystem,,genetic,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6751,10,1,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Why do we hear thunder some seconds after seeing lightning?,,,light travels faster than sound in air,,sound travels 1.6 m/s,,sound is released later actually,,light appears brighter in the sky,,,,,,Both,General Education,Needs Review,Cannot Determine,No,3636,0.72,Duplicate,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item. Duplicate or near-duplicate of row 3636."
6752,11,1-2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Fossils are most likely to be found in _________.,,,sedimentary rocks,,ocean floor 2 | LET REVIEWER UNIVERSITY,,igneous rocks,,metamorphic rocks,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6753,12,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Aphelion is _______.,,,the point where a planet is nearest from the sun.,,the point in its orbit where an Earth satellite is nearest from Earth.,,the point where a planet is farthest from the sun.,,the point in its orbit where an Earth satellite is farthest from Earth.,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6754,13,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,White objects appear white because _______,,,they reflect all colors.,,they absorb all colors.,,"they reflect red, blue, and yellow.",,"they absorb red, blue, and yellow.",,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6755,14,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"After a week, a mothball inside a cabinet was gone. This is an example of _________",,,evaporation,,precipitation,,sublimation,,condensation,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6756,15,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,I am the master of my fate; I am the captain of my soul. These lines are taken from _______.,,,The Little Prince,,Precious Stones,,Invictus,,Remember,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6757,16,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"“In council you descant on bravery, and in the battle you tremble” This is an example of what figure of speech?",,question_image_page_02_q16,Oxymoron,,Chiasmus,,Hyperbole,,Antithesis,,,,,,Both,General Education,Needs Review,Cannot Determine,Yes,,0.47,Needs Image Extraction,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually."
6758,17,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,This is the smallest unit of sound.,,,Allomorph,,Allophone,,Morpheme,,Phoneme,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6759,18,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,What is the solution set of 5x-15 = 5(x-3)?,,,undefined,,all real numbers,,all negative integers,,zero,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6760,19,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,"“Based on the given details, what is most likely to happen when … ?” is a sample thought question on ______.",,question_image_page_02_q19,generalizing,,justifying,,inferring,,synthesizing,,,,,,Both,General Education,Needs Review,Cannot Determine,Yes,,0.47,Needs Image Extraction,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects and the item has visual-reference language; crop must be reviewed/extracted manually."
6761,20,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,What is the last letter of the Greek alphabet?,,,Omega,,Gamma,,Epsilon,,Psi,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6762,21,2,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,How many lines does a sonnet have?,,,10,,12,,14,,16,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6763,22,2-3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,What does VERBATIM mean?,,,word for word,,word to word,,word by word 3 | LET REVIEWER UNIVERSITY,,word of word,,,,,,Both,General Education,Statistics,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6764,23,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,Paper works are TEDIOUS jobs to have.,,,easy,,simple,,tiresome,,enjoyable,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
6765,24,3,06. GENERAL EDUCATION F.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/3. GENERAL EDUCATION/E. LET REVIEW UNIVERSITY/06. GENERAL EDUCATION F.pdf,The GULLIBLE victim was easily deceived by the magician.,,,credulous,,wise,,smart,,keen,,,,,,Both,General Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item. Source page contains image objects, but no explicit visual dependency was detected for this item."
