No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
1052,6,8-9,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Space - refers to the area in which an artist arranges elements in a com- position. Space can be two-dimensional (2D) such as in painting and pho- tography,or three-dimensional (3D),such as in sculpture and installations. Depth can also be suggested in two-dimensional works,by the application of linear perspective - a graphing of distances between objects. Types of perspective:  One-point -a representation of distance by means of converging lines.  Two-point -There are two points in line with each other in a horizontal position.All lines converge on these two points.  Foreshortening-themodificationofanestablishedscaleinadrawing of the human figure to represent perspective. III. The Principles of Design 1. Balance - the idea of visual equilibrium which gives an impression of sta- bility or instability.  Symmetrical Balance - it has equal visual weight on either side of the canvas. It is visually stable.  Asymmetrical Balance - an uneven balance.  Radial Balance -a symmetrical balance wherein elements are distribu- ted evenly around a central point. 2. Proportion (or scale) - refers to the size relationships of one part to ano- ther, and of the parts to the whole. 3. Rhythm-avisualrhythmischaracterizedbytherepetitionoralternationof 3. Value - it is the relative degree of lightness or darkness in anything that is visible. It gives an impression of solidity, distance, and depth. Early Europe an artists used a technique which is defined by a strong contrast between light and dark.This is called chiaroscuro. 4. Color-itistheproductoflightreflectedoffobjects.Weseedifferentcolors because of light’s various intrinsic qualities, specifically, because of its dif- ferent wavelengths. In visual arts, the relationship of colors is best seen in a color wheel.  Primary colors - Red,Yellow, and Blue (Red, Green, Blue in light)  Secondary colors - Orange, Green, and Violet  Tertiary colors -Yellow Green,Blue Green,BlueViolet,RedViolet,Red Orange, and Yellow Orange Artists usually use color harmonies. These are combinations of colors whichtheartistusestoconveyhisorhermessagethroughtheelementofcolor.  Monochromatic - the use of a single color tint in different values or shades  Analogous - 3 to 4 neighboring colors with one color in all mixtures  Complementary - any two opposite colors on the color wheel  Split complementary - any three colors wherein two of which are be- side the complement of the third color.  Doublesplitcomplementaryortetradic-thiscolorschemeusesfour colors arranged into two complementary pairs  Triad - three colors that form an equilateral triangle in a color wheel Properties of color:  Hue - identity or the quality by which we distinguish colors Cool colors - colors which possess the dominance of blue Warm colors - colors which possess the dominance of red or yellow  Value - lightness or darkness of a hue MAPEH (Music, Arts, Physical Education and Health) Laya",,,"Roman The Visual Arts PNU LET Reviewer 9 Common mediums used in contemporary painting  Oil paint - consists of pigment mixed with oil (linseed oil) as its binder. It dries slowly, but lasts long.  Watercolor - consists of pigment combined with water and gum ara- bic. Colors are less luminous, and transparent.  Acrylic - a quick-drying synthetic medium with emulsion as its binder. It is favored by a lot of artists because of its ease of use and its versa- tility. Selected Styles/ Movements in Western Art  Realism - a naturalistic approach to subject matter.  Impressionism - a style wherein paintings are usually done outdoors. Brushstrokes are fast and colors used are light or pastel.  Expressionism - an art movement that centers on the expression of inner emotions. Colors used are vibrant and distortion is usually used.  Abstract-non-representationalornon-figurativeimagery.Itcouldalso be a distortion or simplification of forms.  Dada or Dadaism - an aggressive reaction against conventional art. Dadaists produced (anti) art objects using unconventional methods.  Surrealism - an art movement where artists gathered inspiration from the depths of the subconscious mind.  Pop Art - an art movement which is centered on, or inspired from fa- miliar images of popular culture,such as advertisements,comics,and commercial products.  Social Realism - an art movement which portrays social and racial injustice and economic hardship, marked by its realistic depiction of social problems elements. Rhythm can be:  Regular - repetition of a single motif  Alternating - use of two different motifs alternately  Flowing - a smooth and graceful type of rhythm  Progressing - motifs may be presented in a gradual shift in characte- ristics, like size (from small to large) 4. EmphasisandSubordination-Anemphasisisthefocalpointthatrestson the subordinate space and easily attracts the attention of the viewer. To emphasize means to draw attention to essential parts of a composition. 5. Unity - (also called Harmony) refers to the coherence of the elements of a work to the whole.",,,,,,,,,,,,LET Secondary,Music,Geometry,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1053,6,9-15,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Variety -The use of differences and change to increase the visual interest of the work. IV. The Visual Arts (Painting, Sculpture, and Architecture)",,,Wayang Kulit,,Wayang,,Wayang Golek,,Wayang Orang,,"Notable Art forms in Asia Art Forms and Symbols common in Asia • Batik -A technique of dyeing cloth which includes the use of remova- ble wax to repel the dye on parts of a design. Batik or fabrics with the traditional batik patterns are found in Indonesia,Malaysia,Japan,Chi- na, and India. • Calligraphy - decorative art of lettering in an ornamental style.This is particularly well-known is East Asian arts. • Wat - an entire religious complex with multiple buildings. Numerous wats are found across Asia, especially in Thailand and Cambodia. • Mandala - In Buddhism,a diagram with pictures or statues of gods in specific positions. Mandala literally means “circle”. • Stupa-An architectural form which originated in pre-BuddhistIndia.It can either be a burial marker or container of precious relics. • Pagoda - a tiered tower with several eaves. Pagodas are derived from the Indian stupa and are most commonly Buddhist. • Masjid - commonly known as “Mosque”, a place of worship for follo- MAPEH (Music, Arts, Physical Education and Health) Laya",,,,LET Secondary,Arts,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1054,6,15,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,Which of the following beliefs/philosophies did not have a great influence on Chinese arts?,,,Buddhism,,Confucianism,,Taoism,,Shintoism,,,,,,LET Secondary,Arts,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1055,7,15,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Lines,when used by an artist,may suggest meanings.What meaning/s may be associated with a vertical line?",,,Depression,,Dominance,,Motion and mobilization,,Continuity and grace,,,,,,LET Secondary,Cannot Determine,Vocabulary,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1056,8,15,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,What is the resulting color if we combine of all primary-colored lights?,,,gray C white,,black,,,,brown,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1057,9,15-16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"If an artist uses yellow and violet for his painting,what type of color harmony is he using?",,,Roman PNU LET Reviewer The Visual Arts,,It involves adding or building up pieces of the medium little by little to form the desired image,,A finishing method of firing and glazing is needed at the end of the whole process.,,"The process is composed of two stages: creating a negative, then a positive The correct answer is D.“Art for the people”is interwoven in the society’s social, economic, and political fabric. Option A is an issue about the religion and religious art Option B is pertains to art as propaganda Option C refers to Pop Art The answer is A - Carving involves a slow but precise process of cutting away parts of a medium, such as wood. Option B is a process of additive specifically assemblage or modeling Option C is about steps used as finishing touches in pottery Option D is a process used in casting MAPEH (Music, Arts, Physical Education and Health) Laya",,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1058,16,16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"After World War I, there were artists who started an aggressive reaction against established conventions in art and aesthetics.What is the name of this “art movement”?",,,Fauvism,,Modernism,,xpressionism,,Dadaism,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1059,17,16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Which western art movement was inspired from familiar images of popular culture, such as advertisements, comics, and commercial products?",,,Expressionism,,Pop art,,Romanticism,,Commercialism,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1060,18,16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Philippine modern sculptors use different mediums and styles in their pieces.Who is the sculptor who usually finished his welded sculpture with- out polishing its surface, as seen in his works “Tikbakang” and “Penitensiya”?",,,Napoleon Abueva,,Arturo Luz,,Solomon Saprid,,Eduardo Castrillo,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1061,19,16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"A painter/muralist fromAngono,Rizal,who is fond of folk scenes.He is also known as “Botong”.",,,Fernando Amorsolo,,Victorio Edades,,Vicente Manansala,,Carlos Francisco,,,,,,LET Secondary,Cannot Determine,Philippine History,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1062,20,16,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,A sculptor and National Artist from Mindanao known for his sculpture “Sari manok”.,,,Abdul Mohammed,,Abdulmari Imao,,Ismail Acar,,Abed Abdi,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1063,21,16-17,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,The small figurines for sale in malls are identically produced sculptures. What process is used to create these items?,,,shape,,value,,texture,,line,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1064,22,17,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"The Triumvirate of Modern Art is composed of three popular artists who are promoters of mural painting.Two of whom are Carlos Francisco andVictorio Edades,Who is the third one?",,,Fabian dela Rosa,,Galo Ocampo,,Arturo Luz,,Vicente Manansala,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1065,23,17,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,A tiered tower with several eaves. Its structure is derived from the Indian stupa and is most commonly Buddhist.,,,Wat,,Temple,,Pagoda,,Minaret,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1066,24,17,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,"Which Filipino sculptor was known for the Bonifacio Monument in Caloocan, and the UP Oblation?",,,Napoleon Abueva,,Solomon Saprid,,Guillermo Tolentino,,Ramon Orlina,,,,,,LET Secondary,Filipino,Philippine History,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1067,25,17-19,7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/7. PNU LET REVIEWER FOR MAPEH MAJOR.pdf,Painting in China is popularized with the use of two painting instruments/ media.What are these media?,,,hagabi,,t’nalak,,bulul,,kulintang,,,,C,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.50,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Correct answer sourced from detected answer key section.
